fiscalYear;period;catAccountingView;catFinancialView;revenue;otherIncome;grossMargin;operatingExpenses;operatingProfit;FinancialResult;EarningsBeforeTax;nonRecurringResult;netProfit
2020;202004;Charges;Financier;651472.6;6033.02;284069.85;148927.7;152653.14;1806.44;118894.44;-4272.98;70400.01
2020;202006;Charges;Financier;907928.34;7804.64;286803.85;89090.15;197832.44;3952.11;37488.83;2942.5;155727.43
2020;202008;Produits;Financier;906087.65;41650.48;293783.93;28827.48;35017.69;13856.89;282219.4;9586.13;212134.41
2018;201803;Immobilisations;Opérationnel;943838.53;26379.44;59546.42;163146.95;365746.3;-1777.42;37521.54;2830.41;156930.6
2017;201701;Trésorerie;Financier;308750.1;28821.33;285503.64;193032.61;235654.02;19899.82;59220.86;-2208.59;138657.36
2021;202106;Charges;Opérationnel;644707.31;32970.08;181635.64;260995.36;177664.44;3344.14;92758.95;11500.62;211088.44
2021;202105;Produits;Non opérationnel;439389.16;45019.33;282772.78;250793.58;121393.76;-8208.31;88395.67;12651.57;192670.54
2015;201505;Produits;Financier;147135.07;26983.51;76442.83;265083.94;62533.92;520.03;10422.02;12560.84;192715.61
2022;202212;Immobilisations;Non opérationnel;900330.88;23014.33;365856.71;28810.25;31583.2;12439.0;217795.63;8079.36;218024.87
2021;202109;Immobilisations;Non opérationnel;356144.93;44095.16;219847.89;31667.19;292405.9;-8664.32;137219.08;4387.07;106058.46
2019;201910;Trésorerie;Non opérationnel;930464.39;22473.6;111872.34;269775.71;64801.05;6628.6;288497.14;7328.82;209215.34
2019;201910;Trésorerie;Financier;867847.1;24345.02;279588.19;104614.85;343431.78;399.62;35078.24;-2181.56;127095.1
2022;202203;Trésorerie;Financier;300852.82;9114.74;461515.6;139582.62;391080.99;13470.34;267700.16;10144.36;127693.78
2015;201505;Trésorerie;Non opérationnel;680974.21;12361.34;199153.58;63495.66;154420.6;1610.5;152906.61;13340.63;155411.22
2021;202108;Charges;Exceptionnel;870883.15;40610.32;198877.63;33701.69;155392.94;6311.18;48788.63;-2243.14;78808.7
2015;201506;Charges;Opérationnel;925011.88;25548.75;156329.72;109635.09;117914.96;12373.21;150153.5;10505.26;225963.04
2023;202304;Produits;Financier;770085.01;21618.52;58857.26;121903.48;182657.17;6565.62;104163.43;2065.08;72241.42
2021;202107;Trésorerie;Opérationnel;525418.42;12398.34;350320.19;155994.65;176109.02;18393.96;224898.31;11947.41;55548.95
2016;201605;Charges;Financier;711676.19;19670.55;360250.97;96281.94;380016.81;-3761.41;223401.83;2957.15;32829.89
2020;202004;Trésorerie;Exceptionnel;153263.43;43562.97;116134.71;272225.5;305844.24;16061.96;104635.83;-2010.09;221364.8
2022;202204;Immobilisations;Financier;755235.96;31310.69;135738.67;181167.72;207894.08;-98.34;164465.67;7349.58;56389.72
2016;201610;Charges;Exceptionnel;210273.14;40057.86;99662.98;110259.08;207152.2;11092.62;71869.23;-241.27;6528.7
2024;202407;Immobilisations;Financier;670044.58;10806.4;422313.23;98645.06;207100.19;-4200.17;50669.03;5087.85;112734.88
2021;202111;Charges;Financier;121679.23;40855.16;372503.56;228932.17;188261.86;-4065.98;168557.7;-3158.48;8997.88
2018;201810;Charges;Financier;940998.77;48613.88;480955.14;109240.25;374730.56;10815.38;240084.75;6166.34;248382.29
2022;202201;Trésorerie;Financier;308556.21;28632.31;130694.69;252244.19;104383.07;-3671.53;111214.86;3090.14;48803.94
2017;201704;Charges;Financier;786668.28;46384.21;215149.18;177009.71;143753.72;6553.16;127041.81;13355.0;54980.94
2018;201810;Produits;Exceptionnel;103662.05;33445.96;282837.33;156209.76;22210.94;17328.55;243929.01;9389.8;75552.32
2018;201804;Trésorerie;Financier;958655.65;7717.6;135335.05;215996.11;273436.6;6932.3;215415.0;-2457.15;20305.66
2023;202305;Charges;Financier;586528.98;44634.61;174662.73;258249.21;358946.52;15272.35;157715.36;2565.82;202387.22
2015;201501;Charges;Opérationnel;816926.48;4387.63;156521.29;138141.13;366153.15;-9064.18;187943.18;8545.03;35082.47
2015;201504;Trésorerie;Non opérationnel;918025.9;9952.43;262748.25;157442.76;237168.62;5826.87;79478.19;14807.41;32835.32
2019;201910;Trésorerie;Exceptionnel;970573.22;22012.54;324777.38;121118.12;256987.32;8706.77;161943.65;13075.27;159624.67
2016;201608;Charges;Financier;454065.93;9589.34;225797.84;63334.67;187954.57;7401.6;278245.44;5610.46;70796.28
2021;202108;Produits;Non opérationnel;271430.23;7784.77;317294.27;152809.36;32608.29;-1213.83;55493.56;304.82;140054.44
2021;202105;Trésorerie;Opérationnel;770518.5;18918.35;460389.7;150277.18;79602.96;-6306.36;191023.33;8067.47;121968.13
2019;201901;Trésorerie;Financier;922728.5;9064.52;147120.22;143590.54;205039.5;-5759.57;207470.17;-3652.33;85256.98
2021;202108;Charges;Financier;196756.39;12199.59;399048.59;259263.05;64863.58;11549.38;233729.29;3275.27;6442.16
2016;201608;Immobilisations;Financier;934742.85;15129.27;272992.31;86033.04;291591.51;13690.18;280796.23;10249.58;126701.78
2016;201607;Charges;Financier;243666.1;11896.02;72921.12;287027.24;189467.38;11563.24;146436.23;14301.66;75437.62
2024;202408;Immobilisations;Opérationnel;519198.19;7399.99;125514.01;221166.6;283942.47;196.88;269747.46;7661.21;72956.67
2022;202206;Immobilisations;Exceptionnel;432175.87;29498.3;54379.71;68793.16;65870.04;17541.19;20725.03;-1427.82;15658.63
2017;201710;Produits;Financier;235056.32;41342.31;376960.07;106403.61;209899.33;6295.43;211721.31;-2179.0;94213.66
2016;201602;Charges;Non opérationnel;547408.44;5634.25;441452.87;73183.57;61858.86;17500.35;77219.61;10658.38;47214.94
2020;202005;Charges;Opérationnel;571167.21;8445.5;98443.02;66295.91;238901.59;7363.74;275224.36;9547.05;209183.58
2024;202401;Charges;Non opérationnel;964757.77;24277.36;126212.08;160479.35;63674.26;-7999.3;174121.69;12936.29;239990.56
2018;201811;Trésorerie;Exceptionnel;819843.57;2663.15;321286.84;103169.04;12692.38;6077.59;77164.53;1782.32;198910.33
2019;201909;Charges;Financier;244648.14;45372.32;96216.95;229255.58;114984.89;15706.78;245118.02;3163.38;206221.25
2021;202110;Immobilisations;Opérationnel;245262.92;41124.65;294970.23;282617.03;281642.92;-122.83;286169.93;-2670.79;244715.3
2017;201708;Trésorerie;Financier;200469.66;26786.58;330381.42;167667.6;326493.48;8349.08;221578.23;14044.24;73517.56
2024;202401;Trésorerie;Exceptionnel;630138.79;35569.68;364586.9;118946.19;125163.07;2905.28;21290.33;6382.06;191438.29
2017;201706;Produits;Exceptionnel;686971.61;48988.52;182198.64;131227.62;266264.09;-1445.44;232364.55;-569.28;249987.69
2017;201712;Immobilisations;Exceptionnel;801998.57;24453.83;493728.22;81112.14;264529.31;13492.5;233507.25;6811.02;200062.01
2019;201903;Charges;Financier;782333.41;45834.51;394970.11;201283.48;388780.87;2642.79;82994.27;3985.88;53760.94
2015;201506;Trésorerie;Opérationnel;659704.77;23374.94;156008.7;51010.85;80086.37;7011.34;95417.14;7676.51;19525.66
2019;201912;Immobilisations;Financier;505817.77;26450.27;412106.01;268072.05;119284.07;-2726.83;55956.53;-1003.86;29182.74
2015;201509;Trésorerie;Non opérationnel;385351.02;14572.83;354012.22;165560.66;265246.92;9787.61;56303.79;7907.49;241606.36
2019;201904;Produits;Financier;652133.4;21063.81;217097.98;94540.26;391012.39;-2646.45;21108.98;7753.72;94441.69
2020;202011;Immobilisations;Opérationnel;457130.1;19918.42;293794.77;279501.59;327253.6;12112.28;234120.94;983.18;223425.17
2024;202412;Immobilisations;Financier;434291.67;12846.66;91360.87;175247.99;333602.23;-5097.4;63544.83;-4204.45;79779.93
2023;202312;Charges;Opérationnel;799163.14;12183.66;358917.54;242496.4;249624.93;17138.07;147299.91;2222.48;227051.34
2015;201512;Produits;Opérationnel;276143.51;31303.92;442358.43;184994.46;247120.08;8732.27;125739.47;7279.48;201532.54
2018;201811;Charges;Exceptionnel;811113.84;19481.12;210850.96;203355.42;204205.91;-342.53;209303.6;3706.14;51419.33
2017;201710;Immobilisations;Non opérationnel;334550.26;19334.58;466029.98;292758.3;219832.21;9740.69;299539.1;12081.18;181224.08
2022;202210;Charges;Opérationnel;556212.62;48104.26;395525.49;278176.87;191982.14;-398.82;178691.04;-3250.9;205668.78
2015;201509;Produits;Non opérationnel;495618.88;24228.65;409149.06;168594.34;69213.06;17814.15;107454.47;-911.04;10680.92
2019;201911;Trésorerie;Financier;137170.31;20118.5;130971.54;21489.28;243299.99;19706.33;10452.08;312.4;89403.54
2015;201508;Charges;Opérationnel;133538.64;3952.7;458909.33;195275.96;116000.07;-7062.65;167255.94;4164.42;111842.09
2019;201909;Immobilisations;Exceptionnel;331104.07;6327.27;290981.08;154801.64;351745.42;11417.66;295863.96;-4103.4;205642.93
2023;202303;Immobilisations;Financier;940633.98;38302.44;235363.32;229566.93;126676.75;19943.61;45303.68;3409.79;242205.83
2017;201708;Immobilisations;Opérationnel;284484.11;25186.72;466451.64;38800.96;167260.34;-5305.07;285236.05;4283.3;70834.03
2024;202406;Charges;Exceptionnel;478983.13;24975.52;56045.96;266517.91;239813.57;-5232.27;256163.82;6159.4;22430.41
2017;201708;Immobilisations;Exceptionnel;852992.47;2517.95;124703.75;59116.89;129468.98;14315.86;215375.53;-746.5;95891.42
2022;202203;Trésorerie;Exceptionnel;919270.24;32161.43;364960.85;106608.22;266870.01;-3975.47;121109.16;13567.48;165815.4
2018;201802;Produits;Non opérationnel;158415.71;49476.33;305392.12;297053.19;349410.07;-8533.59;147064.51;12628.81;103991.5
2020;202003;Charges;Non opérationnel;215443.72;26934.68;485252.96;209243.99;188622.12;6750.59;266195.51;12973.14;168894.19
2017;201707;Immobilisations;Non opérationnel;240462.12;30761.41;488060.79;112101.46;41400.51;-7404.95;216417.58;1303.78;191815.94
2015;201505;Immobilisations;Exceptionnel;757650.62;35153.09;235273.73;144309.19;10286.09;8447.12;276994.98;9570.69;40970.15
2020;202001;Produits;Opérationnel;169297.22;7866.46;424520.91;258917.88;110496.31;-1096.99;108230.63;-2119.63;77123.33
2021;202112;Produits;Financier;100181.14;37486.03;79533.38;51686.26;253320.55;10338.76;149641.6;4969.95;114022.31
2020;202007;Charges;Exceptionnel;791556.95;14037.62;437209.07;174022.47;138688.12;13013.43;131982.07;-2673.25;186713.85
2015;201505;Trésorerie;Non opérationnel;814262.09;17954.55;384547.57;283179.0;290679.67;8695.95;296019.23;14420.86;97612.91
2020;202001;Charges;Financier;685116.56;33467.9;284417.75;146928.23;253209.5;4577.38;22188.22;13152.45;208027.72
2019;201907;Trésorerie;Exceptionnel;961759.7;42904.17;407088.72;68992.22;220768.28;-6902.82;56422.96;11857.2;34878.91
2018;201802;Charges;Financier;250170.49;24349.05;314381.83;185029.15;332593.29;-7178.18;126954.71;5131.26;87777.94
2022;202202;Trésorerie;Financier;446296.8;8868.1;329301.69;262216.95;35920.69;5133.5;265778.72;-768.11;45505.09
2016;201612;Trésorerie;Exceptionnel;741345.44;16381.41;227787.05;271321.92;256447.63;6848.43;135896.92;-2053.84;212518.56
2016;201602;Charges;Non opérationnel;561566.7;10887.57;78935.28;116789.88;232429.52;3088.38;46669.48;5455.27;33584.57
2016;201603;Trésorerie;Opérationnel;281817.99;5060.82;173469.18;109506.7;155506.49;18377.27;63223.15;7999.33;233023.38
2024;202412;Trésorerie;Financier;862340.57;38648.21;244548.83;30619.48;17504.08;2685.84;294734.87;8239.98;158073.16
2018;201802;Produits;Financier;834718.67;27247.94;173653.19;169418.07;267888.06;5883.02;131028.79;6108.06;205378.01
2019;201902;Immobilisations;Opérationnel;259453.95;31657.28;238457.0;141320.19;282613.76;7605.67;284770.74;7672.99;74745.33
2016;201608;Trésorerie;Exceptionnel;591205.68;15850.34;457986.47;231612.28;275632.28;5862.54;186909.21;2431.39;12357.73
2017;201705;Trésorerie;Opérationnel;149321.68;17092.0;50755.32;217385.84;182424.81;3100.21;286825.81;-4679.1;157730.19
2018;201807;Charges;Non opérationnel;746612.92;37476.67;291504.77;109921.77;399120.75;12439.37;171982.98;-3775.98;242571.58
2018;201802;Charges;Non opérationnel;217369.7;1957.36;383575.41;199930.84;142453.85;-9640.93;72433.79;12725.78;192407.49
2015;201508;Produits;Opérationnel;449681.7;9435.68;161431.21;161704.27;248903.67;16583.6;10908.07;-1616.86;86122.41
2017;201709;Charges;Exceptionnel;108752.29;43228.33;481956.17;245389.74;122790.43;15176.45;96163.59;6915.3;210139.93
2015;201509;Immobilisations;Financier;416829.78;21501.11;116486.48;269444.13;24438.25;4099.06;203647.58;2084.86;156827.33
2016;201604;Produits;Non opérationnel;285217.97;11516.51;298061.27;28227.72;377759.89;-3119.1;70343.57;5013.56;56704.93
2023;202310;Charges;Non opérationnel;380658.48;18390.19;299615.36;154115.29;283018.44;17819.65;296498.17;-2144.66;179393.11
2019;201906;Produits;Exceptionnel;173785.01;5414.89;389398.39;204165.79;98395.26;6357.38;295501.0;821.79;209684.18
2023;202301;Immobilisations;Non opérationnel;175620.17;18483.16;343593.47;58377.66;386893.36;205.17;295191.29;10721.22;73241.72
2024;202401;Charges;Exceptionnel;667731.97;18018.25;64915.09;207025.99;195725.15;13049.7;210134.08;9388.75;179681.07
2024;202408;Produits;Opérationnel;584308.49;27221.97;303216.77;89764.69;227600.21;4752.86;36205.54;12570.52;204356.09
2023;202312;Trésorerie;Non opérationnel;698923.75;44552.68;164189.0;135826.73;68347.7;2629.89;66107.36;-3658.47;37303.53
2022;202211;Produits;Opérationnel;676190.02;40419.82;310293.06;55962.9;226238.09;10074.74;203342.95;-1703.7;189903.8
2024;202404;Immobilisations;Non opérationnel;576008.62;11922.94;420873.74;203229.47;141177.0;15795.62;149908.13;5702.68;9270.51
2015;201505;Charges;Non opérationnel;557068.52;34718.77;273086.72;57932.18;175292.75;4112.2;71551.73;6712.9;158450.3
2022;202209;Immobilisations;Opérationnel;730306.88;48716.41;242759.01;158797.23;27388.47;12379.89;217839.44;5917.44;138268.39
2016;201607;Produits;Exceptionnel;640421.13;43938.43;481710.65;37718.01;335211.24;12670.81;107249.06;1624.13;146350.45
2017;201701;Charges;Exceptionnel;298201.8;45013.57;449079.1;99481.39;75079.55;13254.55;228431.14;-2366.36;113180.31
2023;202304;Produits;Financier;912000.62;30810.66;439593.47;234564.22;144723.39;-5951.97;229832.51;7431.57;211444.09
2019;201904;Produits;Financier;742277.15;31179.79;246305.41;119558.27;49570.67;16814.39;71982.79;10444.68;184763.54
2018;201811;Charges;Opérationnel;711326.86;14846.79;330643.91;118712.39;152049.85;-9914.99;101965.1;13774.22;43426.69
2017;201709;Trésorerie;Exceptionnel;207524.81;19718.94;216427.5;237120.84;131779.3;7330.63;52571.24;3627.42;75659.0
2017;201711;Trésorerie;Financier;985947.58;33678.15;59064.38;187352.91;368518.02;4002.74;124464.42;4112.98;115325.99
2017;201709;Charges;Exceptionnel;921147.07;26120.55;427576.03;187900.81;279190.43;-397.92;176315.82;7783.54;195867.47
2016;201608;Trésorerie;Financier;911930.03;4722.67;277850.72;243737.1;382202.12;-7032.74;87325.21;14174.4;54907.85
2024;202402;Charges;Non opérationnel;387852.5;49290.54;499170.99;153263.34;152630.74;2719.64;196441.15;3849.6;203476.42
2020;202003;Trésorerie;Opérationnel;919757.88;36331.31;317536.3;195934.24;239043.96;-7399.55;239386.72;11503.54;160858.85
2021;202107;Charges;Financier;707644.68;19796.83;128938.2;142726.71;257671.78;-9635.77;36484.44;6903.55;202907.56
2023;202312;Trésorerie;Non opérationnel;536210.14;10218.11;499694.78;287487.57;102961.83;15271.03;138221.95;-1910.0;219902.83
2018;201811;Immobilisations;Opérationnel;433677.41;16118.62;133445.4;292465.24;67314.58;6550.58;237741.46;-2419.74;150361.31
2021;202112;Trésorerie;Opérationnel;753466.14;3892.92;260551.82;38195.19;287975.92;-5869.29;102160.24;5780.14;225880.61
2016;201604;Charges;Non opérationnel;774376.71;42067.2;242844.33;155990.33;375155.48;17261.97;193862.07;-1394.13;121602.57
2021;202104;Trésorerie;Financier;172444.68;10681.95;254736.51;198775.4;261979.27;7436.51;221706.02;-2243.2;69066.96
2023;202312;Trésorerie;Exceptionnel;436660.34;12384.49;408187.08;186325.43;246909.75;16614.3;112992.52;10779.07;13209.44
2017;201705;Immobilisations;Opérationnel;279704.63;42721.82;498749.8;128607.25;78841.73;15105.12;164951.8;4162.47;215449.36
2019;201911;Produits;Exceptionnel;352519.34;3221.91;239664.15;22185.59;356076.22;-6995.09;53025.33;3486.53;47435.65
2020;202005;Charges;Financier;595164.86;18647.52;282272.16;171965.84;72634.23;-6975.09;242209.33;6167.34;159756.43
2016;201603;Produits;Exceptionnel;348138.45;22793.0;430910.8;44361.24;384826.6;-5077.56;21775.32;1864.69;50213.21
2023;202302;Charges;Non opérationnel;914197.57;6620.68;50048.71;257463.29;119807.05;10364.43;287609.78;6244.46;121852.22
2017;201708;Produits;Financier;306687.72;15395.28;129484.36;177611.44;76426.67;-6628.4;231813.7;13575.13;116301.02
2023;202310;Immobilisations;Exceptionnel;102167.33;2568.26;168088.7;121924.8;393926.55;10915.82;168514.96;1888.08;117108.05
2024;202410;Trésorerie;Financier;759368.41;10190.14;322532.62;277889.64;183761.62;-1579.34;71094.61;5391.2;106832.19
2015;201510;Produits;Non opérationnel;290691.44;13088.72;288632.25;213297.23;153453.33;10594.51;56000.06;-884.46;90616.87
2015;201504;Trésorerie;Non opérationnel;233106.76;15216.73;126917.49;119721.75;224529.26;13882.21;68977.31;-4252.71;31985.37
2015;201501;Charges;Exceptionnel;163374.93;8596.18;103946.54;63906.36;126559.27;92.33;164345.05;12600.15;214255.52
2018;201811;Trésorerie;Exceptionnel;164263.07;14128.52;440953.38;174893.85;167932.0;-4154.52;73897.29;13888.64;174589.61
2017;201704;Produits;Exceptionnel;608408.93;31285.08;128578.67;31251.56;190631.15;-8838.05;35632.17;14021.82;120248.51
2021;202101;Charges;Non opérationnel;608444.04;9694.0;460921.91;130870.63;313533.63;14354.58;179064.26;609.75;79817.77
2019;201910;Produits;Exceptionnel;911825.75;49927.19;57605.8;23870.32;351422.32;-3879.86;252352.71;-3090.25;214245.02
2017;201708;Trésorerie;Non opérationnel;937489.35;35079.97;404994.3;259670.19;394351.87;8262.3;230326.63;-420.81;190562.66
2017;201702;Produits;Exceptionnel;387991.27;11454.63;438225.31;179157.59;319764.52;11392.99;140071.71;10166.52;180187.86
2019;201901;Trésorerie;Exceptionnel;865644.94;28072.59;474323.92;251653.85;362705.67;14131.67;274911.18;7018.15;217832.59
2022;202209;Immobilisations;Opérationnel;421791.65;43625.7;71581.38;21679.59;151163.18;2788.97;83201.87;271.08;141500.62
2019;201909;Charges;Financier;639439.48;22108.82;490297.98;154592.5;253768.87;12602.33;135996.52;9379.25;105360.39
2015;201504;Charges;Non opérationnel;500565.56;26378.92;227201.88;289217.32;25423.26;3052.16;162144.29;-694.59;153526.24
2022;202211;Immobilisations;Opérationnel;789668.66;8909.02;323194.14;120609.21;290762.78;-5438.42;11800.6;9013.26;175673.59
2024;202407;Trésorerie;Financier;599706.48;31013.86;207769.8;291126.53;196779.63;7207.87;212459.48;-925.81;151919.47
2019;201906;Immobilisations;Financier;385621.9;6182.73;70486.68;197760.44;184772.52;-7432.27;27704.36;8586.68;79654.15
2019;201904;Produits;Financier;603901.84;27897.51;267836.39;76143.16;391252.72;5163.58;139642.29;5580.56;38142.0
2015;201508;Immobilisations;Financier;815161.04;30706.75;129442.59;243408.4;387917.56;17001.2;149482.81;10475.89;94971.62
2021;202103;Charges;Opérationnel;231710.09;43059.53;158115.3;137399.44;127399.01;-388.86;111854.97;-1616.28;19810.62
2023;202302;Trésorerie;Exceptionnel;196424.33;28519.62;394726.02;242234.71;24566.05;-8027.86;291768.13;4074.29;222765.03
2021;202106;Produits;Opérationnel;233581.37;14672.49;201566.9;208917.11;203768.59;5142.23;107882.32;-1059.09;18553.17
